customer_id,age,age_group,job,marital,education,default,housing,loan,has_unknown_value
21519,33,26-35,technician,married,professional.course,no,yes,no,False
21520,30,26-35,self-employed,single,university.degree,no,yes,no,False
21521,47,46-55,services,married,basic.4y,no,yes,no,False
21522,50,46-55,blue-collar,married,basic.4y,no,yes,no,False
21523,58,55+,self-employed,married,university.degree,no,yes,yes,False
21524,31,26-35,admin.,single,university.degree,no,no,yes,False
21525,30,26-35,admin.,married,university.degree,no,no,yes,False
21526,44,36-45,blue-collar,married,basic.6y,no,yes,yes,False
21527,30,26-35,technician,single,high.school,no,yes,no,False
21528,31,26-35,admin.,divorced,university.degree,no,yes,no,False
21529,34,26-35,technician,married,high.school,unknown,no,no,True
21530,33,26-35,admin.,single,university.degree,no,yes,yes,False
21531,32,26-35,admin.,single,university.degree,no,yes,no,False
21532,41,36-45,admin.,married,university.degree,unknown,no,no,True
21533,52,46-55,admin.,married,high.school,no,yes,no,False
21534,36,36-45,admin.,married,university.degree,unknown,no,no,True
21535,35,26-35,entrepreneur,divorced,professional.course,unknown,unknown,unknown,True
21536,42,36-45,admin.,divorced,university.degree,no,no,no,False
21537,58,55+,admin.,divorced,university.degree,no,yes,no,False
21538,38,36-45,technician,single,professional.course,no,yes,no,False
21539,32,26-35,technician,single,high.school,no,yes,no,False
21540,36,36-45,admin.,married,university.degree,unknown,yes,no,True
21541,36,36-45,admin.,single,university.degree,no,no,yes,False
21542,54,46-55,technician,married,professional.course,unknown,yes,no,True
21543,36,36-45,admin.,single,university.degree,no,yes,no,False
21544,42,36-45,technician,divorced,professional.course,no,yes,no,False
21545,32,26-35,technician,married,university.degree,no,no,no,False
21546,37,36-45,technician,married,university.degree,no,no,no,False
21547,47,46-55,admin.,married,high.school,no,yes,no,False
21548,46,46-55,admin.,married,university.degree,no,yes,no,False
21549,37,36-45,self-employed,single,university.degree,no,yes,no,False
21550,44,36-45,unknown,married,unknown,unknown,unknown,unknown,True
21551,31,26-35,technician,married,high.school,no,yes,no,False
21552,49,46-55,services,single,professional.course,no,yes,no,False
21553,52,46-55,admin.,married,university.degree,no,yes,no,False
21554,59,55+,blue-collar,married,basic.4y,no,yes,no,False
21555,54,46-55,blue-collar,married,basic.4y,no,no,no,False
21556,33,26-35,technician,married,professional.course,no,no,no,False
21557,54,46-55,blue-collar,married,basic.4y,no,no,yes,False
21558,30,26-35,admin.,single,university.degree,no,no,no,False
21559,43,36-45,admin.,married,university.degree,no,no,yes,False
21560,43,36-45,admin.,married,university.degree,no,no,no,False
21561,33,26-35,technician,single,university.degree,no,yes,yes,False
21562,58,55+,retired,married,university.degree,unknown,no,no,True
21563,29,26-35,technician,single,university.degree,no,yes,no,False
21564,31,26-35,admin.,single,university.degree,no,yes,no,False
21565,31,26-35,admin.,divorced,university.degree,no,no,no,False
21566,48,46-55,technician,married,high.school,unknown,yes,yes,True
21567,48,46-55,technician,married,high.school,unknown,no,yes,True
21568,34,26-35,admin.,married,university.degree,no,yes,yes,False
21569,41,36-45,technician,married,university.degree,no,yes,no,False
21570,34,26-35,admin.,married,university.degree,no,no,yes,False
21571,47,46-55,services,married,basic.4y,no,yes,yes,False
21572,32,26-35,admin.,married,university.degree,no,yes,no,False
21573,29,26-35,admin.,single,university.degree,no,no,yes,False
21574,48,46-55,technician,married,professional.course,yes,no,no,False
21575,48,46-55,technician,married,professional.course,yes,yes,no,False
21576,52,46-55,technician,divorced,professional.course,no,yes,no,False
21577,49,46-55,admin.,married,high.school,no,yes,yes,False
21578,36,36-45,unemployed,single,professional.course,no,yes,yes,False
21579,40,36-45,admin.,married,high.school,no,no,no,False
21580,59,55+,blue-collar,married,basic.4y,no,yes,no,False
21581,40,36-45,admin.,married,high.school,no,yes,no,False
21582,32,26-35,technician,single,university.degree,no,no,no,False
21583,54,46-55,admin.,married,university.degree,unknown,no,no,True
21584,40,36-45,admin.,married,high.school,no,yes,no,False
21585,40,36-45,admin.,married,high.school,no,yes,yes,False
21586,30,26-35,admin.,married,university.degree,no,yes,no,False
21587,32,26-35,management,married,university.degree,no,yes,no,False
21588,32,26-35,admin.,single,high.school,no,no,no,False
21589,49,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
21590,31,26-35,unemployed,married,university.degree,no,no,no,False
21591,31,26-35,unemployed,married,university.degree,no,yes,no,False
21592,49,46-55,blue-collar,married,basic.9y,unknown,no,no,True
21593,40,36-45,management,married,university.degree,unknown,yes,no,True
21594,47,46-55,unemployed,married,professional.course,unknown,yes,yes,True
21595,30,26-35,technician,married,professional.course,no,yes,no,False
21596,49,46-55,unknown,married,high.school,unknown,no,yes,True
21597,30,26-35,technician,married,professional.course,no,yes,no,False
21598,45,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
21599,59,55+,admin.,married,basic.4y,unknown,yes,yes,True
21600,33,26-35,technician,single,university.degree,no,yes,no,False
21601,33,26-35,technician,married,professional.course,no,no,no,False
21602,41,36-45,blue-collar,divorced,basic.9y,no,no,no,False
21603,30,26-35,technician,married,high.school,no,yes,yes,False
21604,30,26-35,technician,married,high.school,no,yes,no,False
21605,30,26-35,technician,married,high.school,no,yes,no,False
21606,30,26-35,technician,married,high.school,no,no,no,False
21607,30,26-35,technician,married,high.school,no,no,no,False
21608,30,26-35,technician,married,high.school,no,no,no,False
21609,33,26-35,technician,married,university.degree,unknown,yes,no,True
21610,31,26-35,management,married,university.degree,no,no,no,False
21611,50,46-55,blue-collar,married,basic.4y,no,yes,no,False
21612,54,46-55,management,married,university.degree,unknown,no,no,True
21613,36,36-45,admin.,married,university.degree,unknown,yes,no,True
21614,37,36-45,technician,married,professional.course,no,no,no,False
21615,31,26-35,self-employed,married,university.degree,no,no,no,False
21616,35,26-35,technician,married,professional.course,unknown,no,no,True
21617,31,26-35,admin.,single,university.degree,no,no,yes,False
21618,31,26-35,admin.,married,university.degree,no,yes,no,False
21619,54,46-55,blue-collar,married,basic.4y,no,yes,no,False
21620,40,36-45,admin.,married,university.degree,no,yes,yes,False
21621,36,36-45,admin.,single,university.degree,no,yes,no,False
21622,36,36-45,admin.,single,university.degree,no,yes,no,False
21623,31,26-35,admin.,married,university.degree,no,no,no,False
21624,36,36-45,admin.,single,university.degree,no,no,no,False
21625,32,26-35,admin.,single,university.degree,no,yes,yes,False
21626,31,26-35,admin.,married,university.degree,no,no,yes,False
21627,45,36-45,admin.,single,university.degree,no,no,yes,False
21628,50,46-55,technician,married,high.school,unknown,no,no,True
21629,49,46-55,admin.,married,high.school,no,no,no,False
21630,31,26-35,admin.,married,university.degree,no,no,yes,False
21631,32,26-35,admin.,single,university.degree,no,yes,no,False
21632,45,36-45,blue-collar,married,unknown,no,no,no,True
21633,30,26-35,technician,married,high.school,no,yes,no,False
21634,54,46-55,technician,married,professional.course,no,no,no,False
21635,35,26-35,management,married,university.degree,no,no,no,False
21636,36,36-45,technician,single,university.degree,no,yes,no,False
21637,39,36-45,technician,divorced,high.school,no,yes,yes,False
21638,54,46-55,blue-collar,married,basic.4y,no,yes,yes,False
21639,56,55+,retired,married,basic.4y,no,no,no,False
21640,29,26-35,management,single,university.degree,no,yes,no,False
21641,32,26-35,admin.,single,university.degree,no,unknown,unknown,True
21642,32,26-35,technician,married,university.degree,unknown,yes,no,True
21643,30,26-35,management,married,high.school,no,yes,no,False
21644,29,26-35,admin.,single,university.degree,no,yes,no,False
21645,45,36-45,technician,married,high.school,no,yes,no,False
21646,42,36-45,technician,married,professional.course,unknown,yes,no,True
21647,41,36-45,admin.,divorced,university.degree,no,no,no,False
21648,34,26-35,technician,single,university.degree,no,yes,no,False
21649,31,26-35,admin.,single,university.degree,no,yes,no,False
21650,32,26-35,technician,single,university.degree,no,yes,yes,False
21651,33,26-35,technician,single,university.degree,no,yes,no,False
21652,30,26-35,admin.,married,university.degree,no,yes,yes,False
21653,45,36-45,technician,married,high.school,no,yes,yes,False
21654,38,36-45,unemployed,single,university.degree,no,yes,yes,False
21655,35,26-35,technician,married,professional.course,no,no,no,False
21656,30,26-35,technician,single,professional.course,no,no,no,False
21657,35,26-35,technician,married,professional.course,no,yes,yes,False
21658,44,36-45,blue-collar,married,basic.4y,no,yes,no,False
21659,50,46-55,admin.,married,basic.6y,no,no,no,False
21660,33,26-35,admin.,married,university.degree,unknown,no,no,True
21661,50,46-55,admin.,married,basic.6y,no,yes,no,False
21662,30,26-35,technician,single,university.degree,no,no,yes,False
21663,43,36-45,unemployed,married,professional.course,no,no,no,False
21664,31,26-35,technician,single,university.degree,no,yes,yes,False
21665,31,26-35,technician,single,university.degree,no,yes,no,False
21666,44,36-45,admin.,married,basic.9y,unknown,yes,yes,True
21667,48,46-55,blue-collar,married,basic.4y,no,no,no,False
21668,31,26-35,services,married,university.degree,no,yes,no,False
21669,32,26-35,admin.,single,university.degree,no,yes,yes,False
21670,31,26-35,services,married,university.degree,no,yes,no,False
21671,38,36-45,technician,married,professional.course,unknown,yes,no,True
21672,43,36-45,technician,married,high.school,no,yes,no,False
21673,32,26-35,admin.,single,university.degree,no,yes,yes,False
21674,32,26-35,technician,single,university.degree,no,yes,no,False
21675,47,46-55,blue-collar,married,basic.6y,no,yes,no,False
21676,35,26-35,technician,married,professional.course,no,no,no,False
21677,38,36-45,admin.,married,university.degree,unknown,yes,no,True
21678,33,26-35,admin.,married,high.school,unknown,yes,no,True
21679,56,55+,blue-collar,married,basic.4y,no,no,no,False
21680,34,26-35,admin.,single,university.degree,unknown,no,yes,True
21681,33,26-35,technician,single,university.degree,no,no,no,False
21682,30,26-35,technician,single,professional.course,no,yes,no,False
21683,29,26-35,admin.,single,university.degree,unknown,yes,no,True
21684,33,26-35,admin.,divorced,high.school,no,no,no,False
21685,37,36-45,technician,single,university.degree,no,no,no,False
21686,30,26-35,technician,single,university.degree,unknown,no,no,True
21687,44,36-45,management,married,university.degree,no,yes,no,False
21688,35,26-35,technician,married,professional.course,no,yes,no,False
21689,33,26-35,admin.,married,university.degree,no,yes,no,False
21690,55,46-55,services,married,high.school,no,yes,no,False
21691,33,26-35,admin.,single,university.degree,unknown,unknown,unknown,True
21692,29,26-35,technician,single,university.degree,no,yes,no,False
21693,31,26-35,admin.,married,university.degree,unknown,no,no,True
21694,32,26-35,technician,single,high.school,no,yes,no,False
21695,52,46-55,unemployed,married,basic.4y,no,no,no,False
21696,30,26-35,admin.,single,professional.course,no,no,no,False
21697,55,46-55,retired,married,high.school,unknown,yes,yes,True
21698,32,26-35,admin.,single,university.degree,no,yes,yes,False
21699,40,36-45,admin.,divorced,university.degree,unknown,no,no,True
21700,52,46-55,blue-collar,married,basic.9y,no,no,no,False
21701,53,46-55,self-employed,married,basic.4y,no,no,no,False
21702,32,26-35,technician,married,high.school,no,yes,no,False
21703,60,55+,retired,married,basic.4y,unknown,no,no,True
21704,46,46-55,services,married,high.school,unknown,no,no,True
21705,46,46-55,blue-collar,married,basic.6y,unknown,yes,no,True
21706,32,26-35,technician,married,high.school,no,yes,no,False
21707,41,36-45,technician,single,professional.course,unknown,no,yes,True
21708,31,26-35,admin.,single,high.school,unknown,yes,no,True
21709,31,26-35,technician,single,university.degree,no,yes,no,False
21710,56,55+,retired,married,high.school,no,yes,no,False
21711,33,26-35,admin.,single,university.degree,no,yes,yes,False
21712,37,36-45,services,married,high.school,no,no,no,False
21713,36,36-45,technician,single,high.school,no,yes,yes,False
21714,29,26-35,technician,single,university.degree,unknown,no,yes,True
21715,52,46-55,admin.,married,high.school,no,yes,no,False
21716,34,26-35,admin.,single,university.degree,no,no,no,False
21717,47,46-55,blue-collar,married,basic.6y,no,yes,no,False
21718,31,26-35,admin.,married,university.degree,unknown,no,no,True
21719,56,55+,blue-collar,married,basic.4y,unknown,yes,no,True
21720,43,36-45,management,married,university.degree,no,no,no,False
21721,41,36-45,technician,single,professional.course,unknown,yes,no,True
21722,39,36-45,admin.,divorced,university.degree,no,no,no,False
21723,35,26-35,technician,married,professional.course,no,no,no,False
21724,30,26-35,admin.,single,university.degree,no,yes,no,False
21725,29,26-35,admin.,single,university.degree,no,yes,no,False
21726,45,36-45,technician,divorced,professional.course,no,no,no,False
21727,30,26-35,admin.,single,university.degree,no,yes,no,False
21728,52,46-55,admin.,divorced,unknown,no,no,no,True
21729,40,36-45,technician,divorced,university.degree,no,no,no,False
21730,32,26-35,admin.,married,university.degree,no,unknown,unknown,True
21731,47,46-55,blue-collar,married,basic.6y,no,no,no,False
21732,36,36-45,technician,married,university.degree,no,yes,no,False
21733,55,46-55,housemaid,married,basic.4y,no,yes,no,False
21734,31,26-35,technician,single,university.degree,no,no,yes,False
21735,30,26-35,technician,single,professional.course,no,yes,yes,False
21736,57,55+,services,married,high.school,no,no,no,False
21737,58,55+,blue-collar,married,basic.6y,no,yes,no,False
21738,32,26-35,admin.,divorced,university.degree,no,yes,no,False
21739,31,26-35,technician,single,university.degree,no,no,no,False
21740,33,26-35,admin.,single,university.degree,unknown,no,no,True
21741,29,26-35,services,married,professional.course,no,no,no,False
21742,31,26-35,services,divorced,high.school,no,yes,yes,False
21743,38,36-45,technician,married,university.degree,no,yes,yes,False
21744,52,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
21745,45,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
21746,48,46-55,blue-collar,married,basic.9y,no,yes,yes,False
21747,43,36-45,management,married,university.degree,no,yes,no,False
21748,31,26-35,services,married,university.degree,no,yes,no,False
21749,33,26-35,self-employed,married,university.degree,no,yes,no,False
21750,60,55+,retired,married,basic.4y,unknown,yes,yes,True
21751,40,36-45,admin.,divorced,university.degree,unknown,yes,no,True
21752,32,26-35,technician,married,university.degree,unknown,yes,no,True
21753,40,36-45,admin.,divorced,university.degree,unknown,yes,no,True
21754,58,55+,admin.,married,university.degree,unknown,yes,yes,True
21755,51,46-55,blue-collar,married,basic.4y,no,unknown,unknown,True
21756,32,26-35,admin.,divorced,university.degree,no,yes,no,False
21757,32,26-35,technician,married,high.school,no,yes,no,False
21758,35,26-35,admin.,divorced,university.degree,no,yes,no,False
21759,38,36-45,admin.,single,university.degree,unknown,yes,yes,True
21760,30,26-35,technician,single,professional.course,no,yes,no,False
21761,48,46-55,blue-collar,married,basic.9y,no,yes,no,False
21762,42,36-45,technician,divorced,high.school,no,no,no,False
21763,30,26-35,technician,single,professional.course,no,no,no,False
21764,38,36-45,technician,married,professional.course,unknown,yes,yes,True
21765,31,26-35,admin.,married,university.degree,unknown,no,no,True
21766,31,26-35,admin.,single,university.degree,no,no,no,False
21767,31,26-35,admin.,single,university.degree,no,no,no,False
21768,38,36-45,technician,divorced,high.school,unknown,no,no,True
21769,55,46-55,retired,married,basic.9y,unknown,yes,yes,True
21770,29,26-35,technician,single,high.school,unknown,yes,no,True
21771,33,26-35,admin.,single,university.degree,unknown,yes,no,True
21772,59,55+,admin.,married,university.degree,no,yes,no,False
21773,29,26-35,admin.,married,university.degree,no,yes,no,False
21774,58,55+,blue-collar,married,basic.9y,unknown,yes,no,True
21775,33,26-35,admin.,single,university.degree,no,no,no,False
21776,33,26-35,admin.,single,university.degree,no,no,no,False
21777,39,36-45,management,divorced,university.degree,no,no,no,False
21778,33,26-35,admin.,single,university.degree,no,no,yes,False
21779,37,36-45,technician,married,professional.course,no,yes,no,False
21780,33,26-35,admin.,single,university.degree,no,no,no,False
21781,32,26-35,technician,married,high.school,no,yes,no,False
21782,48,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
21783,33,26-35,admin.,married,university.degree,no,yes,no,False
21784,53,46-55,management,married,university.degree,no,no,no,False
21785,33,26-35,admin.,single,university.degree,no,yes,no,False
21786,33,26-35,technician,married,university.degree,no,yes,no,False
21787,51,46-55,retired,married,university.degree,no,no,no,False
21788,49,46-55,admin.,married,university.degree,no,no,no,False
21789,46,46-55,admin.,single,university.degree,no,no,no,False
21790,32,26-35,housemaid,married,university.degree,no,yes,yes,False
21791,32,26-35,services,married,high.school,no,no,no,False
21792,36,36-45,technician,divorced,professional.course,no,yes,no,False
21793,31,26-35,admin.,married,university.degree,no,yes,no,False
21794,58,55+,services,married,high.school,unknown,no,no,True
21795,32,26-35,admin.,single,university.degree,no,no,no,False
21796,43,36-45,unemployed,married,professional.course,no,no,yes,False
21797,56,55+,technician,married,professional.course,no,no,no,False
21798,43,36-45,management,married,university.degree,no,no,no,False
21799,49,46-55,admin.,married,university.degree,no,yes,no,False
21800,29,26-35,admin.,single,university.degree,no,no,no,False
21801,32,26-35,technician,single,university.degree,unknown,yes,no,True
21802,42,36-45,admin.,single,university.degree,unknown,no,no,True
21803,54,46-55,blue-collar,married,basic.4y,no,no,no,False
21804,32,26-35,technician,single,university.degree,no,no,no,False
21805,55,46-55,services,married,basic.4y,no,no,yes,False
21806,40,36-45,admin.,married,high.school,no,yes,yes,False
21807,42,36-45,admin.,single,university.degree,unknown,no,no,True
21808,55,46-55,services,married,basic.4y,no,yes,no,False
21809,33,26-35,admin.,single,university.degree,no,no,no,False
21810,48,46-55,blue-collar,married,basic.9y,no,no,no,False
21811,31,26-35,technician,married,university.degree,no,yes,no,False
21812,31,26-35,technician,married,professional.course,no,no,yes,False
21813,36,36-45,admin.,married,university.degree,no,yes,no,False
21814,49,46-55,admin.,divorced,university.degree,unknown,no,no,True
21815,31,26-35,admin.,single,university.degree,no,no,no,False
21816,30,26-35,technician,single,university.degree,unknown,yes,no,True
21817,33,26-35,admin.,single,university.degree,no,yes,no,False
21818,29,26-35,admin.,single,university.degree,no,yes,no,False
21819,42,36-45,admin.,single,high.school,no,no,no,False
21820,42,36-45,admin.,single,high.school,no,yes,no,False
21821,29,26-35,admin.,single,university.degree,no,no,no,False
21822,45,36-45,management,married,high.school,unknown,yes,no,True
21823,45,36-45,blue-collar,married,basic.6y,no,yes,no,False
21824,33,26-35,admin.,married,university.degree,no,no,no,False
21825,33,26-35,admin.,married,university.degree,no,no,no,False
21826,29,26-35,admin.,single,university.degree,no,yes,no,False
21827,33,26-35,admin.,single,university.degree,no,no,no,False
21828,42,36-45,technician,married,professional.course,no,yes,no,False
21829,30,26-35,admin.,single,university.degree,no,no,no,False
21830,45,36-45,blue-collar,married,basic.6y,no,no,no,False
21831,36,36-45,self-employed,divorced,professional.course,no,yes,no,False
21832,40,36-45,technician,single,professional.course,no,yes,no,False
21833,40,36-45,technician,single,professional.course,no,yes,no,False
21834,40,36-45,technician,single,professional.course,no,no,no,False
21835,32,26-35,management,married,university.degree,no,no,no,False
21836,40,36-45,technician,single,professional.course,no,yes,no,False
21837,29,26-35,admin.,single,university.degree,no,no,no,False
21838,29,26-35,admin.,single,university.degree,no,yes,no,False
21839,36,36-45,admin.,married,university.degree,no,no,no,False
21840,50,46-55,blue-collar,married,basic.9y,no,yes,no,False
21841,29,26-35,admin.,single,university.degree,no,yes,yes,False
21842,36,36-45,technician,married,high.school,unknown,yes,no,True
21843,56,55+,technician,married,professional.course,unknown,yes,no,True
21844,44,36-45,entrepreneur,married,high.school,no,no,no,False
21845,36,36-45,technician,married,high.school,unknown,yes,no,True
21846,44,36-45,entrepreneur,married,high.school,no,yes,no,False
21847,42,36-45,technician,married,professional.course,no,yes,no,False
21848,32,26-35,admin.,married,university.degree,no,yes,yes,False
21849,31,26-35,admin.,single,university.degree,no,yes,no,False
21850,31,26-35,technician,married,university.degree,no,yes,yes,False
21851,46,46-55,blue-collar,married,basic.9y,no,yes,no,False
21852,45,36-45,management,married,high.school,unknown,no,no,True
21853,31,26-35,entrepreneur,single,university.degree,no,yes,yes,False
21854,54,46-55,self-employed,married,professional.course,unknown,yes,no,True
21855,59,55+,retired,married,basic.9y,unknown,yes,no,True
21856,32,26-35,admin.,married,university.degree,no,yes,no,False
21857,37,36-45,admin.,married,university.degree,unknown,no,no,True
21858,29,26-35,technician,single,high.school,unknown,yes,no,True
21859,30,26-35,admin.,single,university.degree,no,no,no,False
21860,59,55+,retired,married,basic.9y,no,yes,yes,False
21861,59,55+,retired,married,basic.9y,no,no,no,False
21862,30,26-35,admin.,single,university.degree,no,yes,no,False
21863,57,55+,housemaid,married,basic.4y,no,yes,no,False
21864,54,46-55,blue-collar,married,basic.9y,no,no,no,False
21865,56,55+,admin.,married,university.degree,no,no,no,False
21866,57,55+,blue-collar,married,basic.4y,unknown,no,no,True
21867,36,36-45,technician,divorced,professional.course,no,yes,no,False
21868,33,26-35,admin.,married,university.degree,no,yes,no,False
21869,57,55+,blue-collar,married,basic.4y,unknown,yes,no,True
21870,32,26-35,admin.,married,university.degree,no,yes,no,False
21871,31,26-35,technician,married,university.degree,no,no,no,False
21872,50,46-55,blue-collar,married,basic.9y,no,no,no,False
21873,57,55+,housemaid,married,basic.4y,no,no,no,False
21874,30,26-35,technician,single,professional.course,no,no,no,False
21875,37,36-45,admin.,single,university.degree,no,no,yes,False
21876,29,26-35,admin.,single,university.degree,no,yes,no,False
21877,53,46-55,blue-collar,married,basic.4y,no,yes,no,False
21878,46,46-55,blue-collar,married,basic.4y,no,no,yes,False
21879,49,46-55,technician,married,university.degree,no,yes,no,False
21880,31,26-35,admin.,married,university.degree,no,no,no,False
21881,30,26-35,admin.,single,university.degree,no,no,no,False
21882,47,46-55,technician,married,professional.course,no,yes,no,False
21883,42,36-45,technician,married,professional.course,unknown,no,no,True
21884,30,26-35,admin.,single,university.degree,no,yes,no,False
21885,33,26-35,admin.,single,professional.course,no,yes,no,False
21886,48,46-55,blue-collar,married,basic.9y,no,yes,no,False
21887,30,26-35,blue-collar,single,basic.9y,no,no,no,False
21888,50,46-55,blue-collar,married,basic.4y,unknown,no,no,True
21889,32,26-35,admin.,divorced,university.degree,no,no,no,False
21890,40,36-45,technician,single,professional.course,no,no,no,False
21891,31,26-35,admin.,married,university.degree,no,no,no,False
21892,43,36-45,management,married,university.degree,no,yes,no,False
21893,43,36-45,management,married,university.degree,no,no,no,False
21894,31,26-35,admin.,single,university.degree,no,yes,no,False
21895,43,36-45,management,married,university.degree,no,no,no,False
21896,43,36-45,management,married,university.degree,no,yes,no,False
21897,31,26-35,technician,single,university.degree,unknown,yes,no,True
21898,44,36-45,technician,single,professional.course,no,yes,no,False
21899,53,46-55,admin.,married,university.degree,no,no,no,False
21900,57,55+,services,married,professional.course,no,yes,no,False
21901,53,46-55,admin.,married,university.degree,no,no,no,False
21902,44,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
21903,36,36-45,technician,single,university.degree,no,yes,no,False
21904,53,46-55,admin.,married,university.degree,no,yes,yes,False
21905,45,36-45,management,married,university.degree,no,yes,no,False
21906,30,26-35,admin.,married,university.degree,no,no,no,False
21907,60,55+,retired,married,university.degree,no,no,no,False
21908,48,46-55,admin.,married,high.school,no,no,no,False
21909,30,26-35,admin.,single,university.degree,no,yes,no,False
21910,47,46-55,technician,married,professional.course,no,yes,no,False
21911,51,46-55,admin.,married,university.degree,no,yes,no,False
21912,30,26-35,technician,single,university.degree,no,yes,no,False
21913,32,26-35,technician,single,university.degree,no,yes,no,False
21914,36,36-45,blue-collar,single,high.school,no,no,no,False
21915,35,26-35,management,married,university.degree,no,unknown,unknown,True
21916,57,55+,services,divorced,high.school,unknown,no,no,True
21917,32,26-35,admin.,single,university.degree,no,no,no,False
21918,45,36-45,services,married,high.school,unknown,yes,no,True
21919,33,26-35,management,married,university.degree,no,yes,no,False
21920,50,46-55,technician,divorced,professional.course,unknown,no,no,True
21921,31,26-35,admin.,single,university.degree,unknown,yes,no,True
21922,29,26-35,technician,single,professional.course,no,no,no,False
21923,48,46-55,technician,divorced,professional.course,unknown,yes,no,True
21924,30,26-35,technician,single,professional.course,no,yes,no,False
21925,31,26-35,unemployed,married,university.degree,no,yes,no,False
21926,36,36-45,technician,single,university.degree,no,unknown,unknown,True
21927,29,26-35,technician,single,university.degree,no,no,no,False
21928,31,26-35,technician,married,university.degree,no,no,no,False
21929,29,26-35,technician,single,university.degree,no,no,no,False
21930,39,36-45,admin.,single,university.degree,unknown,yes,no,True
21931,37,36-45,technician,married,professional.course,no,yes,no,False
21932,29,26-35,technician,single,professional.course,no,yes,no,False
21933,43,36-45,management,married,university.degree,no,no,no,False
21934,32,26-35,admin.,single,university.degree,no,no,no,False
21935,38,36-45,management,married,high.school,no,no,no,False
21936,31,26-35,technician,married,high.school,no,yes,no,False
21937,32,26-35,technician,married,university.degree,unknown,no,no,True
21938,32,26-35,admin.,single,university.degree,no,yes,yes,False
21939,48,46-55,blue-collar,married,basic.9y,no,no,yes,False
21940,30,26-35,admin.,married,university.degree,no,yes,yes,False
21941,37,36-45,admin.,married,university.degree,no,yes,no,False
21942,40,36-45,technician,married,university.degree,no,yes,no,False
21943,37,36-45,technician,married,high.school,no,yes,no,False
21944,41,36-45,admin.,divorced,university.degree,no,yes,no,False
21945,35,26-35,technician,single,professional.course,no,yes,no,False
21946,51,46-55,technician,single,professional.course,no,no,no,False
21947,54,46-55,admin.,married,university.degree,unknown,no,no,True
21948,36,36-45,admin.,married,university.degree,no,yes,no,False
21949,43,36-45,technician,married,professional.course,no,yes,yes,False
21950,53,46-55,admin.,married,university.degree,no,no,no,False
21951,53,46-55,admin.,married,university.degree,no,no,no,False
21952,36,36-45,technician,married,university.degree,no,no,yes,False
21953,37,36-45,technician,single,university.degree,no,yes,no,False
21954,29,26-35,technician,married,university.degree,no,yes,yes,False
21955,31,26-35,technician,married,university.degree,no,unknown,unknown,True
21956,43,36-45,management,married,university.degree,no,no,no,False
21957,33,26-35,admin.,divorced,university.degree,no,no,no,False
21958,59,55+,management,married,university.degree,no,yes,no,False
21959,58,55+,admin.,divorced,professional.course,no,no,no,False
21960,59,55+,management,married,university.degree,no,yes,no,False
21961,59,55+,management,married,university.degree,no,no,no,False
21962,36,36-45,technician,married,professional.course,no,no,no,False
21963,36,36-45,technician,married,professional.course,no,yes,no,False
21964,41,36-45,admin.,divorced,university.degree,no,yes,no,False
21965,45,36-45,management,married,university.degree,no,yes,no,False
21966,36,36-45,housemaid,single,university.degree,no,no,yes,False
21967,29,26-35,admin.,single,university.degree,no,no,yes,False
21968,42,36-45,technician,married,professional.course,unknown,no,no,True
21969,31,26-35,technician,married,university.degree,no,yes,no,False
21970,34,26-35,admin.,married,university.degree,no,no,yes,False
21971,55,46-55,services,married,basic.4y,no,yes,no,False
21972,32,26-35,admin.,divorced,university.degree,no,no,yes,False
21973,56,55+,admin.,married,university.degree,no,yes,no,False
21974,34,26-35,technician,single,university.degree,no,yes,no,False
21975,34,26-35,technician,single,university.degree,no,yes,no,False
21976,34,26-35,technician,single,university.degree,no,yes,no,False
21977,41,36-45,admin.,divorced,university.degree,no,yes,no,False
21978,36,36-45,admin.,single,university.degree,no,yes,no,False
21979,39,36-45,technician,married,professional.course,unknown,yes,no,True
21980,52,46-55,blue-collar,married,basic.9y,no,unknown,unknown,True
21981,46,46-55,blue-collar,married,basic.4y,no,no,no,False
21982,35,26-35,technician,single,university.degree,no,yes,no,False
21983,35,26-35,technician,single,university.degree,no,no,no,False
21984,44,36-45,blue-collar,married,basic.9y,no,no,no,False
21985,29,26-35,admin.,married,university.degree,no,yes,no,False
21986,35,26-35,technician,single,university.degree,no,no,yes,False
21987,30,26-35,technician,married,university.degree,no,no,yes,False
21988,30,26-35,admin.,single,university.degree,no,no,yes,False
21989,29,26-35,technician,single,university.degree,no,no,no,False
21990,30,26-35,technician,married,university.degree,no,yes,no,False
21991,36,36-45,technician,married,professional.course,no,no,no,False
21992,29,26-35,technician,single,high.school,unknown,no,no,True
21993,31,26-35,technician,single,university.degree,unknown,no,no,True
21994,36,36-45,technician,married,professional.course,no,yes,no,False
21995,40,36-45,admin.,divorced,university.degree,unknown,yes,no,True
21996,53,46-55,admin.,married,high.school,no,no,no,False
21997,30,26-35,technician,single,professional.course,no,no,yes,False
21998,41,36-45,technician,divorced,professional.course,no,yes,no,False
